participantID,generatedChart,takeawayInfoReliance,takeawayRank,chartSemanticLevel,chartSemanticLevel_next,chartAnnotation,chartAnnotation_next,takeawayText,takeawayLevel,isTakeawayMatch,takeawayMatchLevel,isTakeawayExt,isTakeawayL1,isTakeawayL2,isTakeawayL3,isTakeawayL4
297,6,5,2,3,NA,National debt climbs to previous high,NA,The national debt was high in the year 2000,2,0,0,0,0,1,0,0
297,6,5,3,3,NA,National debt climbs to previous high,NA,The debt remains constant from the year 200 to 2010,3,0,0,0,0,0,1,0
298,7,4,1,3,4,Second peak occurs about 10 years after the first,Changes in administrative policy caused spikes in immigration,1980 and 1990 were peak times in immigration.,3,1,3,0,0,0,1,0
298,7,4,2,3,4,Second peak occurs about 10 years after the first,Changes in administrative policy caused spikes in immigration,The chart handles several decades.,1,0,0,0,1,0,0,0
299,8,4,1,1,2,Number of app users ranged from 0 to 500K,Number of app users in 2020 less than in 2015,"In 2012, the number of app users spiked to it's highest recorded level at 500,000 users.",2,0,0,0,0,1,0,0
299,8,4,2,1,2,Number of app users ranged from 0 to 500K,Number of app users in 2020 less than in 2015,"Overall, from 2010 to 2020, the trend in app users significantly decreased.",3,0,0,0,0,0,1,0
300,3,4,1,3,NA,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",NA,The stock index fell from 1960 to 2010.,3,0,0,0,0,0,1,0
301,5,4,1,1,4,President approval rating over 5 years (2015-2020),President starts popular initiatives against child hunger,Spiked when child hunger initiative started,4,1,4,0,0,0,0,1
301,5,4,2,1,4,President approval rating over 5 years (2015-2020),President starts popular initiatives against child hunger,sharply fell after child hunger initiative,4,1,4,0,0,0,0,1
301,5,4,3,1,4,President approval rating over 5 years (2015-2020),President starts popular initiatives against child hunger,Gradually declined until 2020,3,0,0,0,0,0,1,0
302,5,4,1,4,NA,President starts popular initiatives against child hunger,NA,It seems to suggest that the president's approval rating shot up because of initiatives addressing child hunger.,4,1,4,0,0,0,0,1
